Cons._sp.,Resource_sp.
Dactylocephalus sp.,Peltocystis cornuta
Dactylocephalus sp.,Macrocystella bohemica
Dactylocephalus sp.,cf. Castericystis
Dactylocephalus sp.,Plasiacystis mobilis
Dactylocephalus sp.,Nimchacystis agterbosi
Dactylocephalus sp.,Elegantilites sp.
Dactylocephalus sp.,Gamalites? sp.
Villebrunaster fezouataensis,phytoplankton
Villebrunaster fezouataensis,suspended organic matter
Villebrunaster fezouataensis,Zooplankton
Palaeosphaeronites sp.,phytoplankton
Palaeosphaeronites sp.,suspended organic matter
Palaeosphaeronites sp.,Zooplankton
Palaeosphaeronites? prokopi,phytoplankton
Palaeosphaeronites? prokopi,suspended organic matter
Palaeosphaeronites? prokopi,Zooplankton
Aristocystites cf. bohemicus (sinuous?),phytoplankton
Aristocystites cf. bohemicus (sinuous?),suspended organic matter
Aristocystites cf. bohemicus (sinuous?),Zooplankton
Balantiocystis regnelli,phytoplankton
Balantiocystis regnelli,suspended organic matter
Balantiocystis regnelli,Zooplankton
Rhopalocystis destombesi,phytoplankton
Rhopalocystis destombesi,suspended organic matter
Rhopalocystis destombesi,Zooplankton
Rhopalocystis fraga,phytoplankton
Rhopalocystis fraga,suspended organic matter
Rhopalocystis fraga,Zooplankton
Rhopalocystis grandis,phytoplankton
Rhopalocystis grandis,suspended organic matter
Rhopalocystis grandis,Zooplankton
Rhopalocystis havliceki,phytoplankton
Rhopalocystis havliceki,suspended organic matter
Rhopalocystis havliceki,Zooplankton
Rhopalocystis zagoraensis,phytoplankton
Rhopalocystis zagoraensis,suspended organic matter
Rhopalocystis zagoraensis,Zooplankton
Lingulocystis elongata,phytoplankton
Lingulocystis elongata,suspended organic matter
Lingulocystis elongata,Zooplankton
cf. Pareocrinus,phytoplankton
cf. Pareocrinus,suspended organic matter
cf. Pareocrinus,Zooplankton
Eocrinoidea indet. sp. 1,phytoplankton
Eocrinoidea indet. sp. 1,suspended organic matter
Eocrinoidea indet. sp. 1,Zooplankton
Eocrinoidea indet. sp. 2,phytoplankton
Eocrinoidea indet. sp. 2,suspended organic matter
Eocrinoidea indet. sp. 2,Zooplankton
Eocrinoidea indet.,phytoplankton
Eocrinoidea indet.,suspended organic matter
Eocrinoidea indet.,Zooplankton
Aethocrinus cf. moorei,phytoplankton
Aethocrinus cf. moorei,suspended organic matter
Aethocrinus cf. moorei,Zooplankton
Rhenopyrgid indet.,phytoplankton
Rhenopyrgid indet.,suspended organic matter
Rhenopyrgid indet.,Benthic detritus
Rhenopyrgid indet.,Zooplankton
Amygdalotheca griffei,phytoplankton
Amygdalotheca griffei,suspended organic matter
Amygdalotheca griffei,Benthic detritus
Amygdalotheca griffei,Zooplankton
Anatifopsis trapeziiformis,phytoplankton
Anatifopsis trapeziiformis,suspended organic matter
Anatifopsis trapeziiformis,Benthic detritus
Anatifopsis trapeziiformis,Zooplankton
Aspidocarpus sp.,phytoplankton
Aspidocarpus sp.,suspended organic matter
Aspidocarpus sp.,Benthic detritus
Aspidocarpus sp.,Zooplankton
Chauvelicystis ubaghsi,phytoplankton
Chauvelicystis ubaghsi,suspended organic matter
Chauvelicystis ubaghsi,Benthic detritus
Chauvelicystis ubaghsi,Zooplankton
Chauvelicystis spinosa,phytoplankton
Chauvelicystis spinosa,suspended organic matter
Chauvelicystis spinosa,Benthic detritus
Chauvelicystis spinosa,Zooplankton
Chauvelicystis vizcainoi,phytoplankton
Chauvelicystis vizcainoi,suspended organic matter
Chauvelicystis vizcainoi,Benthic detritus
Chauvelicystis vizcainoi,Zooplankton
Chauvelicystis sp.,phytoplankton
Chauvelicystis sp.,suspended organic matter
Chauvelicystis sp.,Benthic detritus
Chauvelicystis sp.,Zooplankton
Sokkaejaecystis sp. 1,phytoplankton
Sokkaejaecystis sp. 1,suspended organic matter
Sokkaejaecystis sp. 1,Benthic detritus
Sokkaejaecystis sp. 1,Zooplankton
Sokkaejaecystis sp. 2,phytoplankton
Sokkaejaecystis sp. 2,suspended organic matter
Sokkaejaecystis sp. 2,Benthic detritus
Sokkaejaecystis sp. 2,Zooplankton
"Cornuta n. gen. 1, n. sp.",phytoplankton
"Cornuta n. gen. 1, n. sp.",suspended organic matter
"Cornuta n. gen. 1, n. sp.",Benthic detritus
"Cornuta n. gen. 1, n. sp.",Zooplankton
"Cornuta n. gen. 2, n. sp.",phytoplankton
"Cornuta n. gen. 2, n. sp.",suspended organic matter
"Cornuta n. gen. 2, n. sp.",Benthic detritus
"Cornuta n. gen. 2, n. sp.",Zooplankton
Flabellicarpus rushtoni,phytoplankton
Flabellicarpus rushtoni,suspended organic matter
Flabellicarpus rushtoni,Benthic detritus
Flabellicarpus rushtoni,Zooplankton
Galliaecystis n. sp.,phytoplankton
Galliaecystis n. sp.,suspended organic matter
Galliaecystis n. sp.,Benthic detritus
Galliaecystis n. sp.,Zooplankton
Galliaecystis ubaghsi,phytoplankton
Galliaecystis ubaghsi,suspended organic matter
Galliaecystis ubaghsi,Benthic detritus
Galliaecystis ubaghsi,Zooplankton
Hanusia n. sp.,phytoplankton
Hanusia n. sp.,suspended organic matter
Hanusia n. sp.,Benthic detritus
Hanusia n. sp.,Zooplankton
Lagynocystis pyramidalis,phytoplankton
Lagynocystis pyramidalis,suspended organic matter
Lagynocystis pyramidalis,Benthic detritus
Lagynocystis pyramidalis,Zooplankton
Nanocarpus cf. dolambii,phytoplankton
Nanocarpus cf. dolambii,suspended organic matter
Nanocarpus cf. dolambii,Benthic detritus
Nanocarpus cf. dolambii,Zooplankton
Phyllocystis blayaci,phytoplankton
Phyllocystis blayaci,suspended organic matter
Phyllocystis blayaci,Benthic detritus
Phyllocystis blayaci,Zooplankton
Procothurnocystis n. sp.,phytoplankton
Procothurnocystis n. sp.,suspended organic matter
Procothurnocystis n. sp.,Benthic detritus
Procothurnocystis n. sp.,Zooplankton
Prokopicystis sp.,phytoplankton
Prokopicystis sp.,suspended organic matter
Prokopicystis sp.,Benthic detritus
Prokopicystis sp.,Zooplankton
Bohemiaecystis n. sp.,phytoplankton
Bohemiaecystis n. sp.,suspended organic matter
Bohemiaecystis n. sp.,Benthic detritus
Bohemiaecystis n. sp.,Zooplankton
Vizcainocarpus sp.,phytoplankton
Vizcainocarpus sp.,suspended organic matter
Vizcainocarpus sp.,Benthic detritus
Vizcainocarpus sp.,Zooplankton
Peltocystis cornuta,phytoplankton
Peltocystis cornuta,suspended organic matter
Peltocystis cornuta,Benthic detritus
Peltocystis cornuta,Zooplankton
Macrocystella bohemica,phytoplankton
Macrocystella bohemica,suspended organic matter
Macrocystella bohemica,Zooplankton
cf. Castericystis,phytoplankton
cf. Castericystis,suspended organic matter
cf. Castericystis,Zooplankton
Plasiacystis mobilis,Benthic detritus
Nimchacystis agterbosi,Benthic detritus
Clonograptus rigidus,phytoplankton
Clonograptus flexibilis,phytoplankton
Clonograptus multiplex,phytoplankton
"""Didymograptus sp. 1""",phytoplankton
Didymograptid indet.,phytoplankton
Dichograptidae?,phytoplankton
Hunnegraptus copiosus,phytoplankton
 'Kiaerograptus' supremus,phytoplankton
Koremagraptus sp.,phytoplankton
Paradelograptus norvegicus,phytoplankton
Paradelograptus tenuis,phytoplankton
Paratemnograptus magnificus,phytoplankton
 'Tetragraptus' bulmani,phytoplankton
Tetragraptus sp. (3-stiped),phytoplankton
Sagenograptus murrayi,phytoplankton
Anisograptus cf. matanensis,phytoplankton
Bryograptus divergens,phytoplankton
Bryograptus kjerulfi cumbrensis,phytoplankton
Bryograptus lapworthi,phytoplankton
Rhabdinopora flabelliforme cf. anglica,phytoplankton
Rhabdinopora flabelliforme flabelliforme (flabelliformis flabelliformis ?),phytoplankton
Rhabdinopora flabelliforme multithecatum,phytoplankton
Rhabdinopora flabelliformis socialis,phytoplankton
Rhabdinopora flabelliformis canadenisis,phytoplankton
Rhabdinopora flabelliforme norvegicum,phytoplankton
Adelograptus tenellus,phytoplankton
Choristograptus louai,phytoplankton
Ancoragraptus bulmani,phytoplankton
Webbyites felix,phytoplankton
Cavernolites senex,phytoplankton
Cavernolites senex,suspended organic matter
Elegantilites sp.,phytoplankton
Elegantilites sp.,suspended organic matter
Gamalites? sp.,phytoplankton
Gamalites? sp.,suspended organic matter
Drepanoistodus? cf. pervetus,Benthic detritus
Drepanoistodus? cf. pervetus,Zooplankton
Drepanoistodus? cf. pervetus,Calvapilosa kroegeri
Drepanoistodus? cf. pervetus,Plumulites bengtsoni
Drepanoistodus? cf. pervetus,Large plumulitid
Drepanoistodus? cf. pervetus,Palaeoscolex cf. tenensis
Drepanoistodus? cf. pervetus,Clonograptus rigidus
Drepanoistodus? cf. pervetus,Clonograptus flexibilis
Drepanoistodus? cf. pervetus,Clonograptus multiplex
Drepanoistodus? cf. pervetus,"""Didymograptus sp. 1"""
Drepanoistodus? cf. pervetus,Didymograptid indet.
Drepanoistodus? cf. pervetus,Dichograptidae?
Drepanoistodus? cf. pervetus,Hunnegraptus copiosus
Drepanoistodus? cf. pervetus, 'Kiaerograptus' supremus
Drepanoistodus? cf. pervetus,Koremagraptus sp.
Drepanoistodus? cf. pervetus,Paradelograptus norvegicus
Drepanoistodus? cf. pervetus,Paradelograptus tenuis
Drepanoistodus? cf. pervetus,Paratemnograptus magnificus
Drepanoistodus? cf. pervetus, 'Tetragraptus' bulmani
Drepanoistodus? cf. pervetus,Tetragraptus sp. (3-stiped)
Drepanoistodus? cf. pervetus,Sagenograptus murrayi
Drepanoistodus? cf. pervetus,Anisograptus cf. matanensis
Drepanoistodus? cf. pervetus,Bryograptus divergens
Drepanoistodus? cf. pervetus,Bryograptus kjerulfi cumbrensis
Drepanoistodus? cf. pervetus,Bryograptus lapworthi
Drepanoistodus? cf. pervetus,Rhabdinopora flabelliforme cf. anglica
Drepanoistodus? cf. pervetus,Rhabdinopora flabelliforme flabelliforme
Drepanoistodus? cf. pervetus,Rhabdinopora flabelliforme multithecatum
Drepanoistodus? cf. pervetus,Rhabdinopora flabelliformis socialis
Drepanoistodus? cf. pervetus,Rhabdinopora flabelliformis canadenisis
Drepanoistodus? cf. pervetus,Rhabdinopora flabelliforme norvegicum
Drepanoistodus? cf. pervetus,Adelograptus tenellus
Drepanoistodus? cf. pervetus,Choristograptus louai
Drepanoistodus? cf. pervetus,Ancoragraptus bulmani
Drepanoistodus? cf. pervetus,Webbyites felix
Drepanoistodus? cf. pervetus,Rhabdopleura-like epibiont
Drepanoistodus? cf. pervetus,Drepanoistodus? cf. pervetus
Drepanoistodus? cf. pervetus,Acodus deltatus
Drepanoistodus? cf. pervetus,Cornuodus longibasis
Drepanoistodus? cf. pervetus,Parapaltodus aff. simplicissimus
Drepanoistodus? cf. pervetus,Paroistodus cf. proteus
Drepanoistodus? cf. pervetus,Periodon cf. primus
Drepanoistodus? cf. pervetus,Prioniodus sp.
Drepanoistodus? cf. pervetus,Protopanderodus cf. leonardii
Drepanoistodus? cf. pervetus,Scolopodus aff. krummi
Drepanoistodus? cf. pervetus,Semiacontiodus sp.
Drepanoistodus? cf. pervetus,Semiacontiodus cf. cornuformis
Drepanoistodus? cf. pervetus,Tripodus sp.
Acodus deltatus,Benthic detritus
Acodus deltatus,Zooplankton
Acodus deltatus,Calvapilosa kroegeri
Acodus deltatus,Plumulites bengtsoni
Acodus deltatus,Large plumulitid
Acodus deltatus,Palaeoscolex cf. tenensis
Acodus deltatus,Clonograptus rigidus
Acodus deltatus,Clonograptus flexibilis
Acodus deltatus,Clonograptus multiplex
Acodus deltatus,"""Didymograptus sp. 1"""
Acodus deltatus,Didymograptid indet.
Acodus deltatus,Dichograptidae?
Acodus deltatus,Hunnegraptus copiosus
Acodus deltatus, 'Kiaerograptus' supremus
Acodus deltatus,Koremagraptus sp.
Acodus deltatus,Paradelograptus norvegicus
Acodus deltatus,Paradelograptus tenuis
Acodus deltatus,Paratemnograptus magnificus
Acodus deltatus, 'Tetragraptus' bulmani
Acodus deltatus,Tetragraptus sp. (3-stiped)
Acodus deltatus,Sagenograptus murrayi
Acodus deltatus,Anisograptus cf. matanensis
Acodus deltatus,Bryograptus divergens
Acodus deltatus,Bryograptus kjerulfi cumbrensis
Acodus deltatus,Bryograptus lapworthi
Acodus deltatus,Rhabdinopora flabelliforme cf. anglica
Acodus deltatus,Rhabdinopora flabelliforme flabelliforme
Acodus deltatus,Rhabdinopora flabelliforme multithecatum
Acodus deltatus,Rhabdinopora flabelliformis socialis
Acodus deltatus,Rhabdinopora flabelliformis canadenisis
Acodus deltatus,Rhabdinopora flabelliforme norvegicum
Acodus deltatus,Adelograptus tenellus
Acodus deltatus,Choristograptus louai
Acodus deltatus,Ancoragraptus bulmani
Acodus deltatus,Webbyites felix
Acodus deltatus,Rhabdopleura-like epibiont
Acodus deltatus,Drepanoistodus? cf. pervetus
Acodus deltatus,Acodus deltatus
Acodus deltatus,Cornuodus longibasis
Acodus deltatus,Parapaltodus aff. simplicissimus
Acodus deltatus,Paroistodus cf. proteus
Acodus deltatus,Periodon cf. primus
Acodus deltatus,Prioniodus sp.
Acodus deltatus,Protopanderodus cf. leonardii
Acodus deltatus,Scolopodus aff. krummi
Acodus deltatus,Semiacontiodus sp.
Acodus deltatus,Semiacontiodus cf. cornuformis
Acodus deltatus,Tripodus sp.
Cornuodus longibasis,Benthic detritus
Cornuodus longibasis,Zooplankton
Cornuodus longibasis,Calvapilosa kroegeri
Cornuodus longibasis,Plumulites bengtsoni
Cornuodus longibasis,Large plumulitid
Cornuodus longibasis,Palaeoscolex cf. tenensis
Cornuodus longibasis,Clonograptus rigidus
Cornuodus longibasis,Clonograptus flexibilis
Cornuodus longibasis,Clonograptus multiplex
Cornuodus longibasis,"""Didymograptus sp. 1"""
Cornuodus longibasis,Didymograptid indet.
Cornuodus longibasis,Dichograptidae?
Cornuodus longibasis,Hunnegraptus copiosus
Cornuodus longibasis, 'Kiaerograptus' supremus
Cornuodus longibasis,Koremagraptus sp.
Cornuodus longibasis,Paradelograptus norvegicus
Cornuodus longibasis,Paradelograptus tenuis
Cornuodus longibasis,Paratemnograptus magnificus
Cornuodus longibasis, 'Tetragraptus' bulmani
Cornuodus longibasis,Tetragraptus sp. (3-stiped)
Cornuodus longibasis,Sagenograptus murrayi
Cornuodus longibasis,Anisograptus cf. matanensis
Cornuodus longibasis,Bryograptus divergens
Cornuodus longibasis,Bryograptus kjerulfi cumbrensis
Cornuodus longibasis,Bryograptus lapworthi
Cornuodus longibasis,Rhabdinopora flabelliforme cf. anglica
Cornuodus longibasis,Rhabdinopora flabelliforme flabelliforme
Cornuodus longibasis,Rhabdinopora flabelliforme multithecatum
Cornuodus longibasis,Rhabdinopora flabelliformis socialis
Cornuodus longibasis,Rhabdinopora flabelliformis canadenisis
Cornuodus longibasis,Rhabdinopora flabelliforme norvegicum
Cornuodus longibasis,Adelograptus tenellus
Cornuodus longibasis,Choristograptus louai
Cornuodus longibasis,Ancoragraptus bulmani
Cornuodus longibasis,Webbyites felix
Cornuodus longibasis,Rhabdopleura-like epibiont
Cornuodus longibasis,Drepanoistodus? cf. pervetus
Cornuodus longibasis,Acodus deltatus
Cornuodus longibasis,Cornuodus longibasis
Cornuodus longibasis,Parapaltodus aff. simplicissimus
Cornuodus longibasis,Paroistodus cf. proteus
Cornuodus longibasis,Periodon cf. primus
Cornuodus longibasis,Prioniodus sp.
Cornuodus longibasis,Protopanderodus cf. leonardii
Cornuodus longibasis,Scolopodus aff. krummi
Cornuodus longibasis,Semiacontiodus sp.
Cornuodus longibasis,Semiacontiodus cf. cornuformis
Cornuodus longibasis,Tripodus sp.
Parapaltodus aff. simplicissimus,Benthic detritus
Parapaltodus aff. simplicissimus,Zooplankton
Parapaltodus aff. simplicissimus,Calvapilosa kroegeri
Parapaltodus aff. simplicissimus,Plumulites bengtsoni
Parapaltodus aff. simplicissimus,Large plumulitid
Parapaltodus aff. simplicissimus,Palaeoscolex cf. tenensis
Parapaltodus aff. simplicissimus,Clonograptus rigidus
Parapaltodus aff. simplicissimus,Clonograptus flexibilis
Parapaltodus aff. simplicissimus,Clonograptus multiplex
Parapaltodus aff. simplicissimus,"""Didymograptus sp. 1"""
Parapaltodus aff. simplicissimus,Didymograptid indet.
Parapaltodus aff. simplicissimus,Dichograptidae?
Parapaltodus aff. simplicissimus,Hunnegraptus copiosus
Parapaltodus aff. simplicissimus, 'Kiaerograptus' supremus
Parapaltodus aff. simplicissimus,Koremagraptus sp.
Parapaltodus aff. simplicissimus,Paradelograptus norvegicus
Parapaltodus aff. simplicissimus,Paradelograptus tenuis
Parapaltodus aff. simplicissimus,Paratemnograptus magnificus
Parapaltodus aff. simplicissimus, 'Tetragraptus' bulmani
Parapaltodus aff. simplicissimus,Tetragraptus sp. (3-stiped)
Parapaltodus aff. simplicissimus,Sagenograptus murrayi
Parapaltodus aff. simplicissimus,Anisograptus cf. matanensis
Parapaltodus aff. simplicissimus,Bryograptus divergens
Parapaltodus aff. simplicissimus,Bryograptus kjerulfi cumbrensis
Parapaltodus aff. simplicissimus,Bryograptus lapworthi
Parapaltodus aff. simplicissimus,Rhabdinopora flabelliforme cf. anglica
Parapaltodus aff. simplicissimus,Rhabdinopora flabelliforme flabelliforme
Parapaltodus aff. simplicissimus,Rhabdinopora flabelliforme multithecatum
Parapaltodus aff. simplicissimus,Rhabdinopora flabelliformis socialis
Parapaltodus aff. simplicissimus,Rhabdinopora flabelliformis canadenisis
Parapaltodus aff. simplicissimus,Rhabdinopora flabelliforme norvegicum
Parapaltodus aff. simplicissimus,Adelograptus tenellus
Parapaltodus aff. simplicissimus,Choristograptus louai
Parapaltodus aff. simplicissimus,Ancoragraptus bulmani
Parapaltodus aff. simplicissimus,Webbyites felix
Parapaltodus aff. simplicissimus,Rhabdopleura-like epibiont
Parapaltodus aff. simplicissimus,Drepanoistodus? cf. pervetus
Parapaltodus aff. simplicissimus,Acodus deltatus
Parapaltodus aff. simplicissimus,Cornuodus longibasis
Parapaltodus aff. simplicissimus,Parapaltodus aff. simplicissimus
Parapaltodus aff. simplicissimus,Paroistodus cf. proteus
Parapaltodus aff. simplicissimus,Periodon cf. primus
Parapaltodus aff. simplicissimus,Prioniodus sp.
Parapaltodus aff. simplicissimus,Protopanderodus cf. leonardii
Parapaltodus aff. simplicissimus,Scolopodus aff. krummi
Parapaltodus aff. simplicissimus,Semiacontiodus sp.
Parapaltodus aff. simplicissimus,Semiacontiodus cf. cornuformis
Parapaltodus aff. simplicissimus,Tripodus sp.
Paroistodus cf. proteus,Benthic detritus
Paroistodus cf. proteus,Zooplankton
Paroistodus cf. proteus,Calvapilosa kroegeri
Paroistodus cf. proteus,Plumulites bengtsoni
Paroistodus cf. proteus,Large plumulitid
Paroistodus cf. proteus,Palaeoscolex cf. tenensis
Paroistodus cf. proteus,Clonograptus rigidus
Paroistodus cf. proteus,Clonograptus flexibilis
Paroistodus cf. proteus,Clonograptus multiplex
Paroistodus cf. proteus,"""Didymograptus sp. 1"""
Paroistodus cf. proteus,Didymograptid indet.
Paroistodus cf. proteus,Dichograptidae?
Paroistodus cf. proteus,Hunnegraptus copiosus
Paroistodus cf. proteus, 'Kiaerograptus' supremus
Paroistodus cf. proteus,Koremagraptus sp.
Paroistodus cf. proteus,Paradelograptus norvegicus
Paroistodus cf. proteus,Paradelograptus tenuis
Paroistodus cf. proteus,Paratemnograptus magnificus
Paroistodus cf. proteus, 'Tetragraptus' bulmani
Paroistodus cf. proteus,Tetragraptus sp. (3-stiped)
Paroistodus cf. proteus,Sagenograptus murrayi
Paroistodus cf. proteus,Anisograptus cf. matanensis
Paroistodus cf. proteus,Bryograptus divergens
Paroistodus cf. proteus,Bryograptus kjerulfi cumbrensis
Paroistodus cf. proteus,Bryograptus lapworthi
Paroistodus cf. proteus,Rhabdinopora flabelliforme cf. anglica
Paroistodus cf. proteus,Rhabdinopora flabelliforme flabelliforme
Paroistodus cf. proteus,Rhabdinopora flabelliforme multithecatum
Paroistodus cf. proteus,Rhabdinopora flabelliformis socialis
Paroistodus cf. proteus,Rhabdinopora flabelliformis canadenisis
Paroistodus cf. proteus,Rhabdinopora flabelliforme norvegicum
Paroistodus cf. proteus,Adelograptus tenellus
Paroistodus cf. proteus,Choristograptus louai
Paroistodus cf. proteus,Ancoragraptus bulmani
Paroistodus cf. proteus,Webbyites felix
Paroistodus cf. proteus,Rhabdopleura-like epibiont
Paroistodus cf. proteus,Drepanoistodus? cf. pervetus
Paroistodus cf. proteus,Acodus deltatus
Paroistodus cf. proteus,Cornuodus longibasis
Paroistodus cf. proteus,Parapaltodus aff. simplicissimus
Paroistodus cf. proteus,Paroistodus cf. proteus
Paroistodus cf. proteus,Periodon cf. primus
Paroistodus cf. proteus,Prioniodus sp.
Paroistodus cf. proteus,Protopanderodus cf. leonardii
Paroistodus cf. proteus,Scolopodus aff. krummi
Paroistodus cf. proteus,Semiacontiodus sp.
Paroistodus cf. proteus,Semiacontiodus cf. cornuformis
Paroistodus cf. proteus,Tripodus sp.
Periodon cf. primus,Benthic detritus
Periodon cf. primus,Zooplankton
Periodon cf. primus,Calvapilosa kroegeri
Periodon cf. primus,Plumulites bengtsoni
Periodon cf. primus,Large plumulitid
Periodon cf. primus,Palaeoscolex cf. tenensis
Periodon cf. primus,Clonograptus rigidus
Periodon cf. primus,Clonograptus flexibilis
Periodon cf. primus,Clonograptus multiplex
Periodon cf. primus,"""Didymograptus sp. 1"""
Periodon cf. primus,Didymograptid indet.
Periodon cf. primus,Dichograptidae?
Periodon cf. primus,Hunnegraptus copiosus
Periodon cf. primus, 'Kiaerograptus' supremus
Periodon cf. primus,Koremagraptus sp.
Periodon cf. primus,Paradelograptus norvegicus
Periodon cf. primus,Paradelograptus tenuis
Periodon cf. primus,Paratemnograptus magnificus
Periodon cf. primus, 'Tetragraptus' bulmani
Periodon cf. primus,Tetragraptus sp. (3-stiped)
Periodon cf. primus,Sagenograptus murrayi
Periodon cf. primus,Anisograptus cf. matanensis
Periodon cf. primus,Bryograptus divergens
Periodon cf. primus,Bryograptus kjerulfi cumbrensis
Periodon cf. primus,Bryograptus lapworthi
Periodon cf. primus,Rhabdinopora flabelliforme cf. anglica
Periodon cf. primus,Rhabdinopora flabelliforme flabelliforme
Periodon cf. primus,Rhabdinopora flabelliforme multithecatum
Periodon cf. primus,Rhabdinopora flabelliformis socialis
Periodon cf. primus,Rhabdinopora flabelliformis canadenisis
Periodon cf. primus,Rhabdinopora flabelliforme norvegicum
Periodon cf. primus,Adelograptus tenellus
Periodon cf. primus,Choristograptus louai
Periodon cf. primus,Ancoragraptus bulmani
Periodon cf. primus,Webbyites felix
Periodon cf. primus,Rhabdopleura-like epibiont
Periodon cf. primus,Drepanoistodus? cf. pervetus
Periodon cf. primus,Acodus deltatus
Periodon cf. primus,Cornuodus longibasis
Periodon cf. primus,Parapaltodus aff. simplicissimus
Periodon cf. primus,Paroistodus cf. proteus
Periodon cf. primus,Periodon cf. primus
Periodon cf. primus,Prioniodus sp.
Periodon cf. primus,Protopanderodus cf. leonardii
Periodon cf. primus,Scolopodus aff. krummi
Periodon cf. primus,Semiacontiodus sp.
Periodon cf. primus,Semiacontiodus cf. cornuformis
Periodon cf. primus,Tripodus sp.
Prioniodus sp.,Benthic detritus
Prioniodus sp.,Zooplankton
Prioniodus sp.,Calvapilosa kroegeri
Prioniodus sp.,Plumulites bengtsoni
Prioniodus sp.,Large plumulitid
Prioniodus sp.,Palaeoscolex cf. tenensis
Prioniodus sp.,Clonograptus rigidus
Prioniodus sp.,Clonograptus flexibilis
Prioniodus sp.,Clonograptus multiplex
Prioniodus sp.,"""Didymograptus sp. 1"""
Prioniodus sp.,Didymograptid indet.
Prioniodus sp.,Dichograptidae?
Prioniodus sp.,Hunnegraptus copiosus
Prioniodus sp., 'Kiaerograptus' supremus
Prioniodus sp.,Koremagraptus sp.
Prioniodus sp.,Paradelograptus norvegicus
Prioniodus sp.,Paradelograptus tenuis
Prioniodus sp.,Paratemnograptus magnificus
Prioniodus sp., 'Tetragraptus' bulmani
Prioniodus sp.,Tetragraptus sp. (3-stiped)
Prioniodus sp.,Sagenograptus murrayi
Prioniodus sp.,Anisograptus cf. matanensis
Prioniodus sp.,Bryograptus divergens
Prioniodus sp.,Bryograptus kjerulfi cumbrensis
Prioniodus sp.,Bryograptus lapworthi
Prioniodus sp.,Rhabdinopora flabelliforme cf. anglica
Prioniodus sp.,Rhabdinopora flabelliforme flabelliforme
Prioniodus sp.,Rhabdinopora flabelliforme multithecatum
Prioniodus sp.,Rhabdinopora flabelliformis socialis
Prioniodus sp.,Rhabdinopora flabelliformis canadenisis
Prioniodus sp.,Rhabdinopora flabelliforme norvegicum
Prioniodus sp.,Adelograptus tenellus
Prioniodus sp.,Choristograptus louai
Prioniodus sp.,Ancoragraptus bulmani
Prioniodus sp.,Webbyites felix
Prioniodus sp.,Rhabdopleura-like epibiont
Prioniodus sp.,Drepanoistodus? cf. pervetus
Prioniodus sp.,Acodus deltatus
Prioniodus sp.,Cornuodus longibasis
Prioniodus sp.,Parapaltodus aff. simplicissimus
Prioniodus sp.,Paroistodus cf. proteus
Prioniodus sp.,Periodon cf. primus
Prioniodus sp.,Prioniodus sp.
Prioniodus sp.,Protopanderodus cf. leonardii
Prioniodus sp.,Scolopodus aff. krummi
Prioniodus sp.,Semiacontiodus sp.
Prioniodus sp.,Semiacontiodus cf. cornuformis
Prioniodus sp.,Tripodus sp.
Protopanderodus cf. leonardii,Benthic detritus
Protopanderodus cf. leonardii,Zooplankton
Protopanderodus cf. leonardii,Calvapilosa kroegeri
Protopanderodus cf. leonardii,Plumulites bengtsoni
Protopanderodus cf. leonardii,Large plumulitid
Protopanderodus cf. leonardii,Palaeoscolex cf. tenensis
Protopanderodus cf. leonardii,Clonograptus rigidus
Protopanderodus cf. leonardii,Clonograptus flexibilis
Protopanderodus cf. leonardii,Clonograptus multiplex
Protopanderodus cf. leonardii,"""Didymograptus sp. 1"""
Protopanderodus cf. leonardii,Didymograptid indet.
Protopanderodus cf. leonardii,Dichograptidae?
Protopanderodus cf. leonardii,Hunnegraptus copiosus
Protopanderodus cf. leonardii, 'Kiaerograptus' supremus
Protopanderodus cf. leonardii,Koremagraptus sp.
Protopanderodus cf. leonardii,Paradelograptus norvegicus
Protopanderodus cf. leonardii,Paradelograptus tenuis
Protopanderodus cf. leonardii,Paratemnograptus magnificus
Protopanderodus cf. leonardii, 'Tetragraptus' bulmani
Protopanderodus cf. leonardii,Tetragraptus sp. (3-stiped)
Protopanderodus cf. leonardii,Sagenograptus murrayi
Protopanderodus cf. leonardii,Anisograptus cf. matanensis
Protopanderodus cf. leonardii,Bryograptus divergens
Protopanderodus cf. leonardii,Bryograptus kjerulfi cumbrensis
Protopanderodus cf. leonardii,Bryograptus lapworthi
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme cf. anglica
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme flabelliforme
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme multithecatum
Protopanderodus cf. leonardii,Rhabdinopora flabelliformis socialis
Protopanderodus cf. leonardii,Rhabdinopora flabelliformis canadenisis
Protopanderodus cf. leonardii,Rhabdinopora flabelliforme norvegicum
Protopanderodus cf. leonardii,Adelograptus tenellus
Protopanderodus cf. leonardii,Choristograptus louai
Protopanderodus cf. leonardii,Ancoragraptus bulmani
Protopanderodus cf. leonardii,Webbyites felix
Protopanderodus cf. leonardii,Rhabdopleura-like epibiont
Protopanderodus cf. leonardii,Drepanoistodus? cf. pervetus
Protopanderodus cf. leonardii,Acodus deltatus
Protopanderodus cf. leonardii,Cornuodus longibasis
Protopanderodus cf. leonardii,Parapaltodus aff. simplicissimus
Protopanderodus cf. leonardii,Paroistodus cf. proteus
Protopanderodus cf. leonardii,Periodon cf. primus
Protopanderodus cf. leonardii,Prioniodus sp.
